web_id	spu_id	sku_id	sku_name	picurl	sub_picurl	dt	item_third_cate_cd
2	526198677714	526198677714_0	【天猫超市】维他 柠檬茶500ml*24瓶/箱 柠味清新 激爽怡神	//img.alicdn.com/imgextra/i1/TB1opWAKXXXXXblaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB1opWAKXXXXXblaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526359362462	526359362462_0	【天猫超市】加多宝 凉茶310ml*15/组 新老包装交替 随机派送	//img.alicdn.com/imgextra/i4/TB1WcV9NVXXXXXIaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i4/TB1WcV9NVXXXXXIaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526376621999	526376621999_0	【天猫超市】 六个核桃 核桃乳饮品 240ml*20罐 无糖型饮料	//img.alicdn.com/imgextra/i1/TB18xdQKXXXXXaUXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB18xdQKXXXXXaUXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526404278983	526404278983_0	【天猫超市】SUNTORY/三得利 乌龙茶（无糖）500ml*15瓶 茶饮料	//img.alicdn.com/imgextra/i1/TB13_yrOXXXXXXVaFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB13_yrOXXXXXXVaFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526434633107	526434633107_0	【天猫超市】汇源青春版100%苹果汁1L/盒x5 百分百无添加健康饮品	//img.alicdn.com/imgextra/i3/TB1BFHkKFXXXXXvXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i3/TB1BFHkKFXXXXXvXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526480754904	526480754904_0	【天猫超市】椰树椰子汁饮料椰汁245ml*24罐 椰汁饮料 不添加香精	//img.alicdn.com/imgextra/i2/TB1qiz_LFXXXXc9XXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i2/TB1qiz_LFXXXXc9XXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526515391788	526515391788_0	【天猫超市】乐虎氨基酸功能饮料380ml*15/箱 达利（不参与兑奖）	//img.alicdn.com/imgextra/i4/TB1.ECJPVXXXXX1XXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i4/TB1.ECJPVXXXXX1XXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526552506403	526552506403_0	【天猫超市】和其正凉茶饮料1.5L*6/箱年货整箱饮料大瓶瓶装饮料	//img.alicdn.com/imgextra/i2/TB1L5kXJFXXXXXNXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i2/TB1L5kXJFXXXXXNXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526560213962	526560213962_0	【天猫超市】达利园花生牛奶核桃250ml*24包/箱节日礼盒牛奶整箱	//img.alicdn.com/imgextra/i4/TB15BLvOVXXXXcpXXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i4/TB15BLvOVXXXXcpXXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526571297581	526571297581_0	【天猫超市】达利园花生牛奶原味250ml*24包/箱节日礼盒牛奶整箱	//img.alicdn.com/imgextra/i1/TB1J2TcOVXXXXawXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB1J2TcOVXXXXawXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526574224759	526574224759_0	【天猫超市】达利园青梅绿茶茶饮料500ml*15瓶/箱年货圣诞整箱	//img.alicdn.com/imgextra/i3/TB1xUz8JFXXXXccXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i3/TB1xUz8JFXXXXccXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526574432487	526574432487_0	【天猫超市】乐虎氨基酸维生素功能饮料整箱装250ml*24(原味型)	//img.alicdn.com/bao/uploaded/i2/TB1oW.cNpXXXXbNXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/bao/uploaded/i2/TB1oW.cNpXXXXbNXVXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526924413215	526924413215_0	【天猫超市】美年达 橙味碳酸汽水饮料整箱330ml*24 百事出品	//img.alicdn.com/imgextra/i2/TB1g.SOOpXXXXbOaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i2/TB1g.SOOpXXXXbOaXXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526924651900	526924651900_0	【天猫超市】百事可乐 碳酸汽水饮料整箱330ml*24 聚会分享	//img.alicdn.com/imgextra/i4/TB1AjSFOpXXXXcfapXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i4/TB1AjSFOpXXXXcfapXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	526935787626	526935787626_0	【天猫超市】七喜 柠檬味碳酸汽水饮料整箱330ml*24 百事出品	//img.alicdn.com/imgextra/i4/TB17FnfOpXXXXauXpXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i4/TB17FnfOpXXXXauXpXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
2	527371483609	527371483609_0	【天猫超市】维他 低糖柠檬茶250ml*6盒/组 真茶+真柠檬 维他奶	//img.alicdn.com/imgextra/i1/TB1iOcmLFXXXXavXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	//img.alicdn.com/imgextra/i1/TB1iOcmLFXXXXavXFXXXXXXXXXX_!!0-item_pic.jpg_430x430q90.jpg	2017-02-28	1602
